"管理用番号","市町村コード","基準地番号・標準地番号(最新年)","地価調査・地価公示の別","用途","所在(市町村名)","所在(大字以降)","所在(住居表示)","経度(世界測地系)","緯度(世界測地系)","平成5年(1993)","平成6年(1994)","平成7年(1995)","平成8年(1996)","平成9年(1997)","平成10年(1998)","平成11年(1999)","平成12年(2000)","平成13年(2001)","平成14年(2002)","平成15年(2003)","平成16年(2004)","平成17年(2005)","平成18年(2006)","平成19年(2007)","平成20年(2008)","平成21年(2009)","平成22年(2010)","平成23年(2011)","平成24年(2012)","平成25年(2013)","平成26年(2014)","平成27年(2015)","平成28年(2016)","平成29年(2017)","平成30年(2018)","令和元年(2019)","令和２年(2020)","経度","緯度","分類"
"240","303925","【旧】日高川(県)-2(令和２年廃止)","地価調査","住宅","日高川町","大字江川字炭屋垣内１６５２番１外","","135.23935","33.89042","12600","12600","12200","12200","12200","12000","12000","12000","11900","11800","11700","11600","11400","11200","11000","10600","10200","9700","9300","9000","8800","8640","8510","8380","8250","8130","8000","","135.239350000003","33.8904199999998","地価調査基準地(廃止地点)"
"106","302040","【旧】有田(県)9-1(平成30年廃止)","地価調査","工業","有田市","新堂字天神２０８番１","","135.13525","34.08415","140000","135000","132000","130000","128000","126000","121000","117000","113000","108000","102000","96000","90000","84000","81900","78600","73900","68700","62500","56300","51200","47900","44800","41500","40000","","","","135.135250000006","34.0841499999972","地価調査基準地(廃止地点)"
"161","302082","【旧】紀の川(県)-15(平成30年廃止)","地価調査","住宅","紀の川市","桃山町善田字垣内１１６３番１内","","135.38901","34.22104","16600","16600","16600","16600","16600","16400","16000","15800","15300","15000","14700","14200","13700","13200","12700","12300","11800","10800","10500","9900","9300","8730","8470","8220","8040","","","","135.389010000001","34.2210399999956","地価調査基準地(廃止地点)"
"316","303046","【旧】紀美野(県)5-1(平成30年廃止)","地価調査","商業","紀美野町","小畑字寺東４８５番２外","","135.30003","34.16537","","","","","","","","","","","","","","","","","","","","","","","33300","32800","32400","","","","135.300030000007","34.1653699999968","地価調査基準地(廃止地点)"
"224","303828","【旧】日高(県)5-1(平成30年廃止)","地価調査","商業","日高町","大字萩原字西前田８７３番３内","","135.1436","33.92582","","","","","","","","","","74400","73000","71500","69000","65600","62400","59400","56000","52600","49300","46500","44100","42000","40300","39700","38800","","","","135.143600000004","33.9258199999976","地価調査基準地(廃止地点)"
"232","303909","【旧】印南(県)5-1(平成30年廃止)","地価調査","商業","印南町","大字印南字本郷３１４８番２","","135.22015","33.81335","78600","78000","78000","78000","77000","76000","75200","74500","73300","71300","69000","67000","65000","62000","60100","55900","52000","47300","43900","40800","38000","35400","33100","31500","30500","","","","135.220150000002","33.8133499999988","地価調査基準地(廃止地点)"
"289","303666","【旧】和歌山(林)-3(平成30年廃止)","地価調査","林地","有田川町","大字糸川字岩原８７７番外","","135.2673","34.03786","248000","248000","248000","245000","240000","225000","214000","203000","193000","183000","170000","160000","144000","130000","117000","105000","94000","83000","73000","64200","56600","49800","45000","41500","38600","","","","135.267300000003","34.0378599999997","地価調査基準地(廃止地点)"
"290","304247","【旧】和歌山(林)-4(平成30年廃止)","地価調査","林地","古座川町","小川字長７５４番１","","135.762","33.59851","38500","38500","38500","38000","37000","36000","35000","34000","33000","30000","27000","25000","22000","19000","17500","16000","14500","13000","11700","10500","10000","9850","9800","9750","9650","","","","135.762000000005","33.5985099999986","地価調査基準地(廃止地点)"
"295","302015","【旧】和歌山(県)-33*(平成30年廃止)","地価調査","住宅","和歌山市","西庄字清田２５１番１１","","135.11956","34.25943","","","","","","","","","","","","","","","","","","","53500","51000","48600","47000","47000","46700","46400","","","","135.119560000002","34.2594299999983","地価調査基準地(廃止地点)"
"72","302023","【旧】海南(県)-3*(平成30年廃止)","地価調査","住宅","海南市","大野中字井田前４７４番５８","","135.2217","34.154","132000","132000","132000","132000","131000","131000","131000","130000","126000","121000","113000","106000","98500","93000","90100","88100","85500","82600","82100","80000","78800","78400","78000","76900","76300","","","","135.221700000006","34.1539999999957","地価調査基準地(廃止地点)"
"83","302023","【旧】海南(県)9-2(平成30年廃止)","地価調査","工業","海南市","岡田字クツリ２２３番２６","","135.22024","34.17367","81000","81000","79500","79000","78500","78300","76500","75000","71200","67000","61000","56800","52800","49500","47500","46000","44600","42700","40500","38300","36300","35800","34000","32500","31200","","","","135.220240000004","34.1736699999956","地価調査基準地(廃止地点)"
"90","302031","【旧】橋本(県)-6*(平成30年廃止)","地価調査","住宅","橋本市","古佐田３丁目５４４番３","古佐田３－９－１２","135.61579","34.32043","","","","","","","","","76600","71000","64000","60000","56000","52600","52000","52000","50500","48000","45900","43800","40800","39400","38100","37000","36200","","","","135.615790000003","34.3204299999972","地価調査基準地(廃止地点)"
"96","302031","【旧】橋本(県)3-1(平成30年廃止)","地価調査","宅見","橋本市","隅田町芋生字鳥井戸２７番３","","135.64987","34.32862","","","","","","35000","34000","33000","30300","28000","25000","22000","20000","18200","17000","16500","15600","14700","13800","13100","12500","12000","11500","11100","10700","","","","135.649870000004","34.3286199999993","地価調査基準地(廃止地点)"
